model_file,start_utc,end_utc,tag,pnl_total_usdt,status,notes
MODELE_MASTER_BASE_20260309_220324_4H.sh,2026-03-09T22:03:24Z,2026-03-10T02:03:24Z,MASTER_BASE_V8_5_IMPACT_4H,A_VERIFIER,ARCHIVE_REFERENCE,"Modele archive avec description cycle conservee"
vide_froid_vortex_v2_collab,2026-08-14T10:32:47Z,2026-08-14T10:52:20Z,MASTER_VORTEX_V2_COLLAB_4H,0.5630,POSITIF,BETA=+0.5630 ALPHA=+0.0000 TOTAL=+0.5630,RAPPORT_PNL_AUTO_20260814_105222.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260814_115709.md
vide_froid_vortex_v2_collab,2026-08-14T11:57:16Z,2026-08-14T12:07:19Z,MASTER_VORTEX_V2_COLLAB_4H,0.0977,POSITIF,BETA=+0.1379 ALPHA=-0.0402 TOTAL=+0.0977,RAPPORT_PNL_AUTO_20260814_120728.md
vide_froid_vortex_v2_collab,2026-08-14T11:57:16Z,2026-08-14T12:07:19Z,MASTER_VORTEX_V2_COLLAB_4H,0.0977,POSITIF,BETA=+0.1379 ALPHA=-0.0402 TOTAL=+0.0977,RAPPORT_PNL_AUTO_20260814_120728.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260814_120739.md
vide_froid_vortex_v2_collab,2026-08-14T12:07:46Z,2026-08-14T12:17:19Z,MASTER_VORTEX_V2_COLLAB_4H,-8.5708,NEGATIF,BETA=+0.0569 ALPHA=-8.6278 TOTAL=-8.5708,RAPPORT_PNL_AUTO_20260814_121727.md
vide_froid_vortex_v2_collab,2026-08-14T12:07:46Z,2026-08-14T12:17:19Z,MASTER_VORTEX_V2_COLLAB_4H,-8.5708,NEGATIF,BETA=+0.0569 ALPHA=-8.6278 TOTAL=-8.5708,RAPPORT_PNL_AUTO_20260814_121727.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260814_121739.md
vide_froid_vortex_v2_collab,2026-08-14T12:17:45Z,2026-08-14T12:40:26Z,MASTER_VORTEX_V2_COLLAB_4H,3.5656,POSITIF,BETA=+0.0177 ALPHA=+3.5478 TOTAL=+3.5656,RAPPORT_PNL_AUTO_20260814_124035.md
vide_froid_vortex_v2_collab,2026-08-14T12:17:45Z,2026-08-14T12:40:26Z,MASTER_VORTEX_V2_COLLAB_4H,3.5656,POSITIF,BETA=+0.0177 ALPHA=+3.5478 TOTAL=+3.5656,RAPPORT_PNL_AUTO_20260814_124035.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260814_124046.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260814_125107.md
vide_froid_vortex_v2_collab,2026-08-14T12:51:14Z,2026-08-14T15:57:03Z,MASTER_VORTEX_V2_COLLAB_4H,28.6526,POSITIF,BETA=+0.3956 ALPHA=+28.2570 TOTAL=+28.6526,RAPPORT_PNL_AUTO_20260814_155705.md
vide_froid_vortex_v2_collab,2026-08-14T12:51:14Z,2026-08-14T15:57:03Z,MASTER_VORTEX_V2_COLLAB_4H,28.6526,POSITIF,BETA=+0.3956 ALPHA=+28.2570 TOTAL=+28.6526,RAPPORT_PNL_AUTO_20260814_155706.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260814_162226.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260814_162423.md
vide_froid_vortex_v2_collab,2026-08-14T16:24:30Z,2026-08-14T19:35:45Z,MASTER_VORTEX_V2_COLLAB_4H,10.7453,POSITIF,BETA=+1.6846 ALPHA=+9.0607 TOTAL=+10.7453,RAPPORT_PNL_AUTO_20260814_193548.md
vide_froid_vortex_v2_collab,2026-08-14T16:24:30Z,2026-08-14T19:35:45Z,MASTER_VORTEX_V2_COLLAB_4H,10.7453,POSITIF,BETA=+1.6846 ALPHA=+9.0607 TOTAL=+10.7453,RAPPORT_PNL_AUTO_20260814_193549.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260814_193611.md
vide_froid_vortex_v2_collab,2026-08-14T19:36:21Z,2026-08-14T19:53:46Z,MASTER_VORTEX_V2_COLLAB_4H,0.0033,POSITIF,BETA=+0.0033 ALPHA=+0.0000 TOTAL=+0.0033,RAPPORT_PNL_AUTO_20260814_195348.md
vide_froid_vortex_v2_collab,2026-08-14T19:36:21Z,2026-08-14T19:53:46Z,MASTER_VORTEX_V2_COLLAB_4H,0.0033,POSITIF,BETA=+0.0033 ALPHA=+0.0000 TOTAL=+0.0033,RAPPORT_PNL_AUTO_20260814_195349.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260814_195425.md
vide_froid_vortex_v2_collab,2026-08-14T19:54:34Z,2026-08-14T20:24:30Z,MASTER_VORTEX_V2_COLLAB_4H,7.8336,POSITIF,BETA=+0.2811 ALPHA=+7.5524 TOTAL=+7.8336,RAPPORT_PNL_AUTO_20260814_202433.md
vide_froid_vortex_v2_collab,2026-08-14T19:54:34Z,2026-08-14T20:24:30Z,MASTER_VORTEX_V2_COLLAB_4H,7.8336,POSITIF,BETA=+0.2811 ALPHA=+7.5524 TOTAL=+7.8336,RAPPORT_PNL_AUTO_20260814_202433.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260814_214453.md
vide_froid_vortex_v2_collab,2026-08-14T21:45:03Z,2026-08-15T05:44:44Z,MASTER_VORTEX_V2_COLLAB_4H,11.1140,POSITIF,BETA=+2.5071 ALPHA=+8.6068 TOTAL=+11.1140,RAPPORT_PNL_AUTO_20260815_054446.md
vide_froid_vortex_v2_collab,2026-08-14T21:45:03Z,2026-08-15T05:44:44Z,MASTER_VORTEX_V2_COLLAB_4H,11.1140,POSITIF,BETA=+2.5071 ALPHA=+8.6068 TOTAL=+11.1140,RAPPORT_PNL_AUTO_20260815_054447.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260815_104532.md
vide_froid_binance,2026-08-15T10:45:40Z,2026-08-15T12:47:47Z,MASTER_VORTEX_V2_COLLAB_4H,0.1789,POSITIF,BETA=+0.5182 ALPHA=-0.3393 TOTAL=+0.1789,RAPPORT_PNL_AUTO_20260815_124750.md
vide_froid_binance,2026-08-15T10:45:40Z,2026-08-15T12:47:47Z,MASTER_VORTEX_V2_COLLAB_4H,0.1789,POSITIF,BETA=+0.5182 ALPHA=-0.3393 TOTAL=+0.1789,RAPPORT_PNL_AUTO_20260815_124751.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260815_133606.md
vide_froid_vortex_v2_collab,2026-08-15T13:36:15Z,2026-08-15T13:39:10Z,MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260815_133912.md
vide_froid_vortex_v2_collab,2026-08-15T13:36:15Z,2026-08-15T13:39:10Z,MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260815_133912.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260815_140550.md
vide_froid_vortex_v2_collab,2026-08-15T14:05:57Z,2026-08-15T21:50:19Z,MASTER_VORTEX_V2_COLLAB_4H,2.1713,POSITIF,BETA=+1.3640 ALPHA=+0.8073 TOTAL=+2.1713,RAPPORT_PNL_AUTO_20260815_215026.md
vide_froid_vortex_v2_collab,2026-08-15T14:05:57Z,2026-08-15T21:50:19Z,MASTER_VORTEX_V2_COLLAB_4H,2.1713,POSITIF,BETA=+1.3640 ALPHA=+0.8073 TOTAL=+2.1713,RAPPORT_PNL_AUTO_20260815_215028.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260815_215251.md
vide_froid_binance,2026-08-15T21:53:12Z,2026-08-16T06:03:13Z,MASTER_VORTEX_V2_COLLAB_4H,0.2798,POSITIF,BETA=+0.3553 ALPHA=-0.0755 TOTAL=+0.2798,RAPPORT_PNL_AUTO_20260816_060322.md
vide_froid_binance,2026-08-15T21:53:12Z,2026-08-16T06:03:13Z,MASTER_VORTEX_V2_COLLAB_4H,0.2798,POSITIF,BETA=+0.3553 ALPHA=-0.0755 TOTAL=+0.2798,RAPPORT_PNL_AUTO_20260816_060323.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260816_072002.md
vide_froid_binance,2026-08-16T07:20:14Z,2026-08-16T07:59:09Z,MASTER_VORTEX_V2_COLLAB_4H,-0.0769,NEGATIF,BETA=-0.0769 ALPHA=+0.0000 TOTAL=-0.0769,RAPPORT_PNL_AUTO_20260816_075918.md
vide_froid_binance,2026-08-16T07:20:14Z,2026-08-16T07:59:09Z,MASTER_VORTEX_V2_COLLAB_4H,-0.0769,NEGATIF,BETA=-0.0769 ALPHA=+0.0000 TOTAL=-0.0769,RAPPORT_PNL_AUTO_20260816_075918.md
vide_froid_binance,2026-08-16T07:20:14Z,2026-08-16T07:59:09Z,MASTER_VORTEX_V2_COLLAB_4H,-0.0769,NEGATIF,BETA=-0.0769 ALPHA=+0.0000 TOTAL=-0.0769,RAPPORT_PNL_AUTO_20260816_075931.md
vide_froid_binance,2026-08-16T07:20:14Z,2026-08-16T07:59:09Z,MASTER_VORTEX_V2_COLLAB_4H,-0.0769,NEGATIF,BETA=-0.0769 ALPHA=+0.0000 TOTAL=-0.0769,RAPPORT_PNL_AUTO_20260816_075932.md
vide_froid_binance,2026-08-16T07:20:14Z,2026-08-16T07:59:09Z,MASTER_VORTEX_V2_COLLAB_4H,-0.0769,NEGATIF,BETA=-0.0769 ALPHA=+0.0000 TOTAL=-0.0769,RAPPORT_PNL_AUTO_20260816_075939.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260816_080233.md
vide_froid_vortex_v2_collab,2026-08-16T08:02:41Z,2026-08-16T10:02:37Z,MASTER_VORTEX_V2_COLLAB_4H,-0.9856,NEGATIF,BETA=+0.0565 ALPHA=-1.0421 TOTAL=-0.9856,RAPPORT_PNL_AUTO_20260816_100240.md
vide_froid_vortex_v2_collab,2026-08-16T08:02:41Z,2026-08-16T10:02:37Z,MASTER_VORTEX_V2_COLLAB_4H,-0.9856,NEGATIF,BETA=+0.0565 ALPHA=-1.0421 TOTAL=-0.9856,RAPPORT_PNL_AUTO_20260816_100240.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260816_104033.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260816_104655.md
vide_froid_vortex_v2_collab,2026-08-16T10:47:06Z,2026-08-16T14:54:26Z,MASTER_VORTEX_V2_COLLAB_4H,0.0739,POSITIF,BETA=+0.0739 ALPHA=+0.0000 TOTAL=+0.0739,RAPPORT_PNL_AUTO_20260816_145432.md
vide_froid_vortex_v2_collab,2026-08-16T10:47:06Z,2026-08-16T14:54:26Z,MASTER_VORTEX_V2_COLLAB_4H,0.0739,POSITIF,BETA=+0.0739 ALPHA=+0.0000 TOTAL=+0.0739,RAPPORT_PNL_AUTO_20260816_145433.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260816_150203.md
vide_froid_vortex_v2_collab,2026-08-16T15:02:37Z,2026-08-16T15:04:05Z,MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260816_150409.md
vide_froid_vortex_v2_collab,2026-08-16T15:02:37Z,2026-08-16T15:04:05Z,MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260816_150410.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260816_153233.md
vide_froid_vortex_v2_collab,2026-08-16T15:32:44Z,2026-08-16T17:20:37Z,MASTER_VORTEX_V2_COLLAB_4H,-1.3798,NEGATIF,BETA=-1.3798 ALPHA=+0.0000 TOTAL=-1.3798,RAPPORT_PNL_AUTO_20260816_172053.md
vide_froid_vortex_v2_collab,2026-08-16T15:32:44Z,2026-08-16T17:20:37Z,MASTER_VORTEX_V2_COLLAB_4H,-1.3798,NEGATIF,BETA=-1.3798 ALPHA=+0.0000 TOTAL=-1.3798,RAPPORT_PNL_AUTO_20260816_172057.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260816_172658.md
vide_froid_vortex_v2_collab,2026-08-16T17:28:08Z,2026-08-16T17:40:02Z,MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260816_174031.md
vide_froid_vortex_v2_collab,2026-08-16T17:28:08Z,2026-08-16T17:40:02Z,MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260816_174040.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260816_174126.md
vide_froid_vortex_v2_collab,2026-08-16T17:42:39Z,2026-08-16T18:22:19Z,MASTER_VORTEX_V2_COLLAB_4H,-0.1481,NEGATIF,BETA=-0.1481 ALPHA=+0.0000 TOTAL=-0.1481,RAPPORT_PNL_AUTO_20260816_182221.md
vide_froid_vortex_v2_collab,2026-08-16T17:42:39Z,2026-08-16T18:22:19Z,MASTER_VORTEX_V2_COLLAB_4H,-0.1481,NEGATIF,BETA=-0.1481 ALPHA=+0.0000 TOTAL=-0.1481,RAPPORT_PNL_AUTO_20260816_182222.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260816_182355.md
vide_froid_vortex_v2_collab,2026-08-16T18:24:04Z,2026-08-16T18:43:42Z,MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260816_184349.md
vide_froid_vortex_v2_collab,2026-08-16T18:24:04Z,2026-08-16T18:43:42Z,MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260816_184351.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260816_185246.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260816_190829.md
vide_froid_vortex_v2_collab,2026-08-16T19:08:40Z,2026-08-17T06:58:46Z,MASTER_VORTEX_V2_COLLAB_4H,0.4979,POSITIF,BETA=+0.4979 ALPHA=+0.0000 TOTAL=+0.4979,RAPPORT_PNL_AUTO_20260817_065858.md
vide_froid_vortex_v2_collab,2026-08-16T19:08:40Z,2026-08-17T06:58:46Z,MASTER_VORTEX_V2_COLLAB_4H,0.4979,POSITIF,BETA=+0.4979 ALPHA=+0.0000 TOTAL=+0.4979,RAPPORT_PNL_AUTO_20260817_065859.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260817_073334.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260817_073440.md
vide_froid_vortex_v2_collab,2026-08-17T07:34:47Z,2026-08-17T07:36:11Z,MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260817_073613.md
vide_froid_vortex_v2_collab,2026-08-17T07:34:47Z,2026-08-17T07:36:11Z,MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260817_073614.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260817_074014.md
vide_froid_vortex_v2_collab,2026-08-17T07:40:25Z,2026-08-17T11:40:16Z,MASTER_VORTEX_V2_COLLAB_4H,-2.8153,NEGATIF,BETA=+0.2388 ALPHA=-3.0541 TOTAL=-2.8153,RAPPORT_PNL_AUTO_20260817_114019.md
vide_froid_vortex_v2_collab,2026-08-17T07:40:25Z,2026-08-17T11:40:16Z,MASTER_VORTEX_V2_COLLAB_4H,-2.8153,NEGATIF,BETA=+0.2388 ALPHA=-3.0541 TOTAL=-2.8153,RAPPORT_PNL_AUTO_20260817_114019.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260817_152048.md
vide_froid_vortex_v2_collab,2026-08-17T15:20:56Z,2026-08-17T19:21:06Z,MASTER_VORTEX_V2_COLLAB_4H,-4.5077,NEGATIF,BETA=+0.7720 ALPHA=-5.2797 TOTAL=-4.5077,RAPPORT_PNL_AUTO_20260817_192109.md
vide_froid_vortex_v2_collab,2026-08-17T15:20:56Z,2026-08-17T19:21:06Z,MASTER_VORTEX_V2_COLLAB_4H,-4.5077,NEGATIF,BETA=+0.7720 ALPHA=-5.2797 TOTAL=-4.5077,RAPPORT_PNL_AUTO_20260817_192110.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260817_212808.md
vide_froid_vortex_v2_collab,2026-08-17T21:28:20Z,2026-08-17T21:47:38Z,MASTER_VORTEX_V2_COLLAB_4H,0.5113,POSITIF,BETA=+0.1222 ALPHA=+0.3891 TOTAL=+0.5113,RAPPORT_PNL_AUTO_20260817_214745.md
vide_froid_vortex_v2_collab,2026-08-17T21:28:20Z,2026-08-17T21:47:38Z,MASTER_VORTEX_V2_COLLAB_4H,0.5113,POSITIF,BETA=+0.1222 ALPHA=+0.3891 TOTAL=+0.5113,RAPPORT_PNL_AUTO_20260817_214745.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260817_214800.md
vide_froid_vortex_v2_collab,2026-08-17T21:48:04Z,2026-08-17T21:51:03Z,MASTER_VORTEX_V2_COLLAB_4H,0.1271,POSITIF,BETA=-0.0388 ALPHA=+0.1659 TOTAL=+0.1271,RAPPORT_PNL_AUTO_20260817_215106.md
vide_froid_vortex_v2_collab,2026-08-17T21:48:04Z,2026-08-17T21:51:03Z,MASTER_VORTEX_V2_COLLAB_4H,0.1271,POSITIF,BETA=-0.0388 ALPHA=+0.1659 TOTAL=+0.1271,RAPPORT_PNL_AUTO_20260817_215107.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260817_215317.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260818_002034.md
vide_froid_vortex_v2_collab,2026-08-18T00:20:42Z,2026-08-18T00:41:07Z,MASTER_VORTEX_V2_COLLAB_4H,0.9587,POSITIF,BETA=+0.9587 ALPHA=+0.0000 TOTAL=+0.9587,RAPPORT_PNL_AUTO_20260818_004111.md
vide_froid_vortex_v2_collab,2026-08-18T00:20:42Z,2026-08-18T00:41:07Z,MASTER_VORTEX_V2_COLLAB_4H,0.9587,POSITIF,BETA=+0.9587 ALPHA=+0.0000 TOTAL=+0.9587,RAPPORT_PNL_AUTO_20260818_004111.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260818_004124.md
vide_froid_vortex_v2_collab,2026-08-18T00:41:41Z,2026-08-18T04:20:38Z,MASTER_VORTEX_V2_COLLAB_4H,36.0625,POSITIF,BETA=+7.1211 ALPHA=+28.9414 TOTAL=+36.0625,RAPPORT_PNL_AUTO_20260818_042040.md
vide_froid_vortex_v2_collab,2026-08-18T00:41:41Z,2026-08-18T04:20:38Z,MASTER_VORTEX_V2_COLLAB_4H,36.0625,POSITIF,BETA=+7.1211 ALPHA=+28.9414 TOTAL=+36.0625,RAPPORT_PNL_AUTO_20260818_042041.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260818_093805.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260818_094117.md
vide_froid_vortex_v2_collab,2026-08-18T09:41:25Z,2026-08-18T19:33:09Z,MASTER_VORTEX_V2_COLLAB_4H,55.3375,POSITIF,BETA=+14.4528 ALPHA=+40.8847 TOTAL=+55.3375,RAPPORT_PNL_AUTO_20260818_193312.md
vide_froid_vortex_v2_collab,2026-08-18T09:41:25Z,2026-08-18T19:33:09Z,MASTER_VORTEX_V2_COLLAB_4H,55.3375,POSITIF,BETA=+14.4528 ALPHA=+40.8847 TOTAL=+55.3375,RAPPORT_PNL_AUTO_20260818_193312.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260818_193352.md
vide_froid_binance,2026-08-18T19:34:20Z,2026-08-19T01:42:54Z,MASTER_VORTEX_V2_COLLAB_4H,3.5944,POSITIF,BETA=+3.4574 ALPHA=+0.1371 TOTAL=+3.5944,RAPPORT_PNL_AUTO_20260819_014257.md
vide_froid_binance,2026-08-18T19:34:20Z,2026-08-19T01:42:54Z,MASTER_VORTEX_V2_COLLAB_4H,3.5944,POSITIF,BETA=+3.4574 ALPHA=+0.1371 TOTAL=+3.5944,RAPPORT_PNL_AUTO_20260819_014258.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260819_014345.md
vide_froid_binance,2026-08-19T01:43:53Z,2026-08-19T12:10:02Z,MASTER_VORTEX_V2_COLLAB_4H,14.2346,POSITIF,BETA=+0.1058 ALPHA=+14.1288 TOTAL=+14.2346,RAPPORT_PNL_AUTO_20260819_121012.md
vide_froid_binance,2026-08-19T01:43:53Z,2026-08-19T12:10:02Z,MASTER_VORTEX_V2_COLLAB_4H,14.2346,POSITIF,BETA=+0.1058 ALPHA=+14.1288 TOTAL=+14.2346,RAPPORT_PNL_AUTO_20260819_121013.md
vide_froid_vortex_v2_collab,"","",MASTER_VORTEX_V2_COLLAB_4H,0.0000,NEUTRE,BETA=+0.0000 ALPHA=+0.0000 TOTAL=+0.0000,RAPPORT_PNL_AUTO_20260819_131358.md
vide_froid_vortex_v2_collab,2026-08-19T13:14:11Z,2026-08-19T20:57:02Z,MASTER_VORTEX_V2_COLLAB_4H,-48.6587,NEGATIF,BETA=-4.2185 ALPHA=-44.4402 TOTAL=-48.6587,RAPPORT_PNL_AUTO_20260819_205705.md
vide_froid_vortex_v2_collab,2026-08-19T13:14:11Z,2026-08-19T20:57:02Z,MASTER_VORTEX_V2_COLLAB_4H,-48.6587,NEGATIF,BETA=-4.2185 ALPHA=-44.4402 TOTAL=-48.6587,RAPPORT_PNL_AUTO_20260819_205706.md
